"","Time","i","ii","iii"
"1",2005 Q1,0.0624861638788328,0.0624887277569219,0.0825505612597251
"2",2005 Q2,0.0656539406199539,0.0656612719436424,0.0272120744639778
"3",2005 Q3,0.0484667632529808,0.0484713069556611,0.0388118691789497
"4",2005 Q4,0.0550763880752821,0.0550677127236809,0.0197563259059697
"5",2006 Q1,0.0599122855688942,0.0599122855688942,0.0200418504010253
"6",2006 Q2,0.0689377428883255,0.0689538527279343,0.109203623034365
"7",2006 Q3,0.0669646703561422,0.0669825377822188,0.0304297278928
"8",2006 Q4,0.0661623082738269,0.0661757546695344,0.0464006227686512
"9",2007 Q1,0.058351718799086,0.058351718799086,0.0458706228379182
"10",2007 Q2,0.0549128860038036,0.0549128860038036,0.0382881944815333
"11",2007 Q3,0.0579542670522565,0.0579542670522565,0.0190747040151319
"12",2007 Q4,0.0568375108149378,0.0568375108149378,0.0181749493120982
"13",2008 Q1,0.0606560994601394,0.0606648783517896,0.0158709760683532
"14",2008 Q2,0.0502600992967145,0.0502701791159855,0.0125523636596646
"15",2008 Q3,0.0444838168299458,0.0444970979278891,0.0276204511012181
"16",2008 Q4,0.050862442583405,0.0507540245871143,0.0239995901182625
"17",2009 Q1,0.0636032578667107,0.0633716099625562,0.0179120937551307
"18",2009 Q2,0.0501501080371951,0.0497852941004872,0.016478720608934
"19",2009 Q3,0.0611696390629918,0.0609173907918089,0.0437634239090402
"20",2009 Q4,0.0748435450800304,0.0746634885904659,0.0551582630628125
"21",2010 Q1,0.0625395822311914,0.0623873474230318,0.0175828125353443
"22",2010 Q2,0.0480909800492027,0.0480827833522591,0.297120375220139
"23",2010 Q3,0.0485291694403585,0.0485037396231684,0.0123914932183656
"24",2010 Q4,0.0603583007824424,0.0603700060997128,0.0116430091066916
"25",2011 Q1,0.0557198969002297,0.0557345148561451,0.0125388462955117
"26",2011 Q2,0.0580968361895179,0.0580901173589826,0.0127113675462389
"27",2011 Q3,0.0587228138987158,0.0587094539377505,0.0115522719027622
"28",2011 Q4,0.0609810634091467,0.0609908805375399,0.0108712969559046
"29",2012 Q1,0.0632855476177366,0.0632808390321216,0.0150108313360903
"30",2012 Q2,0.0517367945296862,0.0517549324615984,0.0197539411590319
"31",2012 Q3,0.0631081524481704,0.0631043442398626,0.0139598194811331
"32",2012 Q4,0.0709924156040092,0.0707438932952676,0.0111344235668894
"33",2013 Q1,0.0628333365251594,0.0622103446377971,0.0150508722294869
"34",2013 Q2,0.0698272076722051,0.0690586970020195,0.0164268980362209
"35",2013 Q3,0.0613748752953013,0.0605350257832341,0.0140749802291827
"36",2013 Q4,0.0613780370770578,0.0604163926111878,0.013063244182499
"37",2014 Q1,0.0625345550824232,0.0619221413620453,0.0164693169285921
"38",2014 Q2,0.0596945123537767,0.0588671391737698,0.0177642554521185
"39",2014 Q3,0.0569093393573687,0.0563571685595393,0.0107772174876882
"40",2014 Q4,0.069303959048886,0.0679723100911414,0.0150768093749444
"41",2015 Q1,0.0625121546011217,0.0613908651463954,0.0148470220274034
"42",2015 Q2,0.0643536191787911,0.0629073324329988,0.0181525215182979
"43",2015 Q3,0.0687976200194544,0.0675069819161784,0.0115200833110255
"44",2015 Q4,0.0638789272762537,0.0630570612551067,0.00961835115683154
"45",2016 Q1,0.0643233904801278,0.0633286730070782,0.0180234130001221
"46",2016 Q2,0.0627238599035949,0.0613681126731414,0.0139437207911894
"47",2016 Q3,0.0619456872193409,0.0605796683064447,0.0106572343474199
"48",2016 Q4,0.0623188678765812,0.0608649922314359,0.0123729145851104
"49",2017 Q1,0.0601887494156191,0.0586603181611356,0.0160479579394805
"50",2017 Q2,0.0652620325852036,0.0636659955285049,0.0179800415699165
"51",2017 Q3,0.0612319584739122,0.0590178347202906,0.0110285918006168
"52",2017 Q4,0.0657868095454228,0.0640820246798687,0.01414759925643
"53",2018 Q1,0.0633558613402294,0.0617347960473584,0.0138679811937628
"54",2018 Q2,0.063398551347237,0.061692387835493,0.0163008588133024
"55",2018 Q3,0.0543280024147517,0.0528856859523815,0.0119176422061276
"56",2018 Q4,0.0648963934362282,0.0629557205338113,0.0134378260218209
"57",2019 Q1,0.0622393298697803,0.0609562762337694,0.0162200421510655
"58",2019 Q2,0.0660405707094457,0.0642486829545203,0.0238950038739218
"59",2019 Q3,0.0643116313485388,0.0626957543564179,0.0247664726259065
"60",2019 Q4,0.0584867146190199,0.0571697052486616,0.0107624079663672
"61",2020 Q1,0.0771719704223235,0.0751099579592832,0.0105460810348059
"62",2020 Q2,0.0725068697697923,0.0699998920776924,0.0118632436280899
"63",2020 Q3,0.0685550156389728,0.0664297034989994,0.00980212017411916
"64",2020 Q4,0.062697582211862,0.0606527496619048,0.0328968576875851
"65",2021 Q1,0.0729413606295459,0.070915510673995,0.0188349943723503
"66",2021 Q2,0.0688520784799215,0.0668163070547531,0.0108907203897097
"67",2021 Q3,0.0727206841394771,0.0709926854766985,0.00867169447285684
"68",2021 Q4,0.0725760379010508,0.0693993448142052,0.0347563483578547
"69",2022 Q1,0.0751730697750708,0.072383841401897,0.0203350022140234
"70",2022 Q2,0.0662739157619236,0.063258109653344,0.0372563219218382
"71",2022 Q3,0.0716149047792872,0.0690571806869173,0.0226410854197164
"72",2022 Q4,0.0695160788942498,0.0661074391679778,0.0373745592136755
